T,D,S,phi_cvar,l_tds
12,2,LN_R_44,-3.783498514486894e-11,-3.783497959375381e-11
12,2,LN_R_45,-3.783497959375381e-11,-3.783497959375381e-11
12,2,LN_R_46,-3.783497959375381e-11,-3.783497959375381e-11
12,2,LN_R_47,-3.783497959375381e-11,-3.783497959375381e-11
12,2,LN_R_48,-3.783497959375381e-11,-3.783497959375381e-11
12,2,LN_R_49,-3.783497959375381e-11,-3.783497959375381e-11
12,2,LN_R_50,-3.783497959375381e-11,-3.783497959375381e-11
12,2,LN_R_51,-3.783497994069851e-11,-3.783497959375381e-11
12,2,LN_R_52,-3.7834981675421986e-11,-3.783497959375381e-11
12,2,LN_R_53,0.0,0.0
12,2,S_R_1,0.0449291999131674,0.044929199913167406
12,2,EVT_1,0.0064994385070164945,0.0064994385070164945
12,2,EVT_2,-0.0,0.0
12,2,EVT_3,-0.0,0.0
12,2,EVT_4,-0.0,0.0
12,2,EVT_5,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_6,-0.0,0.0
12,2,EVT_7,-1.746229827404022e-11,-1.746229827404022e-11
12,2,EVT_8,-0.0,0.0
12,2,EVT_9,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_10,0.09734659027744781,0.09734659027744785
12,2,EVT_11,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_12,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_13,-0.0,0.0
12,2,EVT_14,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_15,-0.0,0.0
12,2,EVT_16,-5.820766091346741e-11,-5.82076609134674e-11
12,2,EVT_17,-7.858034362095978e-11,-7.858034223318099e-11
12,2,EVT_18,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_19,-0.0,0.0
12,2,EVT_20,-0.0,0.0
12,2,EVT_21,-0.0,0.0
12,2,EVT_22,0.04492919551266823,0.044929195512668205
12,2,EVT_23,0.2770529262354827,0.2770529262354827
12,2,EVT_24,-0.0,0.0
12,2,EVT_25,0.6256979994650456,0.6256979994650456
12,2,EVT_26,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_27,-0.0,0.0
12,2,EVT_28,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_29,-0.0,0.0
12,2,EVT_30,-1.746229549848266e-11,-1.746229827404022e-11
12,2,EVT_31,0.2908322328803478,0.2908322328803478
12,2,EVT_32,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_33,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_34,-0.0,0.0
12,2,EVT_35,-0.0,0.0
12,2,EVT_36,-0.0,0.0
12,2,EVT_37,0.017542350002622692,0.017542350002622692
12,2,EVT_38,0.019316697581962215,0.019316697581962226
12,2,EVT_39,-6.984919309616089e-11,-6.984919309616089e-11
12,2,EVT_40,-0.0,0.0
12,2,EVT_41,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_42,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_43,-0.0,0.0
12,2,EVT_44,-7.858035055985368e-11,-7.858034223318099e-11
12,2,EVT_45,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_46,-0.0,0.0
12,2,EVT_47,-0.0,0.0
12,2,EVT_48,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_49,-0.0,0.0
12,2,EVT_50,-3.7834981675421986e-11,-3.783497959375381e-11
12,2,EVT_51,-0.0,0.0
12,2,EVT_52,-0.0,0.0
12,2,EVT_53,-5.820766091346741e-11,-5.82076609134674e-11
12,2,EVT_54,-1.746229827404022e-11,-1.746229827404022e-11
12,2,EVT_55,-1.746229827404022e-11,-1.746229827404022e-11
12,2,EVT_56,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_57,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_58,-0.0,0.0
12,2,EVT_59,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_60,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_61,0.0,0.0
12,2,EVT_62,-3.7834978205975034e-11,-3.783497959375381e-11
12,2,EVT_63,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_64,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_65,0.04011929497792152,0.04011929497792151
12,2,EVT_66,-5.820766091346741e-11,-5.82076609134674e-11
12,2,EVT_67,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_68,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_69,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_70,0.09017339931742753,0.09017339931742756
12,2,EVT_71,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_72,-0.0,0.0
12,2,EVT_73,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_74,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_75,-5.820766091346741e-11,-5.82076609134674e-11
12,2,EVT_76,-1.746229827404022e-11,-1.746229827404022e-11
12,2,EVT_77,-0.0,0.0
12,2,EVT_78,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_79,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_80,-3.7834978205975034e-11,-3.783497959375381e-11
12,2,EVT_81,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_82,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_83,-0.0,0.0
12,2,EVT_84,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_85,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_86,-0.0,0.0
12,2,EVT_87,-0.0,0.0
12,2,EVT_88,0.09704069495637667,0.09704069495637667
12,2,EVT_89,-5.820766091346741e-11,-5.82076609134674e-11
12,2,EVT_90,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_91,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_92,-1.746229827404022e-11,-1.746229827404022e-11
12,2,EVT_93,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_94,-3.783498514486894e-11,-3.783497959375381e-11
12,2,EVT_95,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_96,-0.0,0.0
12,2,EVT_97,-0.0,0.0
12,2,EVT_98,-3.783497959375381e-11,-3.783497959375381e-11
12,2,EVT_99,-1.746229827404022e-11,-1.746229827404022e-11
12,2,EVT_100,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_101,-0.0,0.0
12,2,EVT_102,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_103,-5.82076609134674e-11,-5.82076609134674e-11
12,2,EVT_104,-0.0,0.0
12,2,EVT_105,-7.683411240577696e-09,-7.683411240577696e-09
12,2,EVT_106,-0.0,0.0
12,2,EVT_107,0.3063696976183564,0.30636969761835653
12,2,EVT_108,0.0064994400000430025,0.0064994400000430025
12,2,EVT_109,-7.858034223318099e-11,-7.858034223318099e-11
12,2,EVT_110,-3.783497959375381e-11,-3.783497959375381e-11
12,2,HILP_0,0.8769562502275221,0.8769562502275221
12,2,HILP_1,-0.0,0.0
12,3,0,0.0,0.0
12,3,LN_R_1,-0.0,0.0
12,3,LN_R_2,-0.0,0.0
12,3,LN_R_3,-0.0,0.0
12,3,LN_R_4,-0.0,0.0
12,3,LN_R_5,-2.6193446717170943e-11,-2.6193447411060334e-11
12,3,LN_R_6,-0.0,0.0
12,3,LN_R_7,-2.619344845189442e-11,-2.6193447411060334e-11
12,3,LN_R_8,-0.0,0.0
12,3,LN_R_9,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_10,-0.0,0.0
12,3,LN_R_11,-0.0,0.0
12,3,LN_R_12,-2.6193446717170943e-11,-2.6193447411060334e-11
12,3,LN_R_13,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_14,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_15,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_16,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_17,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_18,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_19,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_20,-2.6193446717170943e-11,-2.6193447411060334e-11
12,3,LN_R_21,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_22,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_23,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_24,-0.0,0.0
12,3,LN_R_25,-0.0,0.0
12,3,LN_R_26,-0.0,0.0
12,3,LN_R_27,-0.0,0.0
12,3,LN_R_28,-0.0,0.0
12,3,LN_R_29,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_30,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_31,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_32,-0.0,0.0
12,3,LN_R_33,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_34,0.0016559999974560923,0.0016559999974560923
12,3,LN_R_35,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_36,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_37,-2.619344324772399e-11,-2.6193447411060334e-11
12,3,LN_R_38,0.002380500000435859,0.002380500000435859
12,3,LN_R_39,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_40,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_41,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_42,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_43,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_44,-2.6193450186617895e-11,-2.6193447411060334e-11
12,3,LN_R_45,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_46,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_47,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_48,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_49,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_50,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,LN_R_51,-2.619344845189442e-11,-2.6193447411060334e-11
12,3,LN_R_52,-2.6193446717170943e-11,-2.6193447411060334e-11
12,3,LN_R_53,0.0,0.0
12,3,S_R_1,0.029952799942111596,0.0299527999421116
12,3,EVT_1,-0.0,0.0
12,3,EVT_2,-0.0,0.0
12,3,EVT_3,-0.0,0.0
12,3,EVT_4,-0.0,0.0
12,3,EVT_5,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_6,-0.0,0.0
12,3,EVT_7,-1.1641532182693482e-11,-1.1641532182693482e-11
12,3,EVT_8,-0.0,0.0
12,3,EVT_9,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_10,0.06739379326900234,0.06739379326900229
12,3,EVT_11,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_12,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_13,-0.0,0.0
12,3,EVT_14,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_15,-0.0,0.0
12,3,EVT_16,-4.0745361945537795e-11,-4.074536263942718e-11
12,3,EVT_17,-5.52972806433516e-11,-5.5297277867794034e-11
12,3,EVT_18,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_19,-0.0,0.0
12,3,EVT_20,-0.0,0.0
12,3,EVT_21,-0.0,0.0
12,3,EVT_22,0.029952797008445487,0.02995279700844553
12,3,EVT_23,0.16800253031367876,0.16800253031367876
12,3,EVT_24,-0.0,0.0
12,3,EVT_25,0.43798859962553127,0.43798859962553127
12,3,EVT_26,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_27,-0.0,0.0
12,3,EVT_28,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_29,-0.0,0.0
12,3,EVT_30,-1.1641534958251043e-11,-1.1641532182693482e-11
12,3,EVT_31,0.17726903801230948,0.17726903801230948
12,3,EVT_32,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_33,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_34,-0.0,0.0
12,3,EVT_35,-0.0,0.0
12,3,EVT_36,-0.0,0.0
12,3,EVT_37,-0.0,0.0
12,3,EVT_38,0.013373098325973843,0.013373098325973847
12,3,EVT_39,-4.656612873077393e-11,-4.656612873077393e-11
12,3,EVT_40,-0.0,0.0
12,3,EVT_41,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_42,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_43,-0.0,0.0
12,3,EVT_44,-5.5297273704457695e-11,-5.5297277867794034e-11
12,3,EVT_45,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_46,-0.0,0.0
12,3,EVT_47,-0.0,0.0
12,3,EVT_48,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_49,-0.0,0.0
12,3,EVT_50,-2.619344845189442e-11,-2.6193447411060334e-11
12,3,EVT_51,-0.0,0.0
12,3,EVT_52,-0.0,0.0
12,3,EVT_53,-4.074535847609084e-11,-4.074536263942718e-11
12,3,EVT_54,-1.1641532182693482e-11,-1.1641532182693482e-11
12,3,EVT_55,-1.1641532182693482e-11,-1.1641532182693482e-11
12,3,EVT_56,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_57,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_58,-0.0,0.0
12,3,EVT_59,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_60,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_61,0.0,0.0
12,3,EVT_62,-2.6193446717170943e-11,-2.6193447411060334e-11
12,3,EVT_63,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_64,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_65,0.028232096465944777,0.028232096465944784
12,3,EVT_66,-4.0745361945537795e-11,-4.074536263942718e-11
12,3,EVT_67,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_68,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_69,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_70,0.060115599544951694,0.06011559954495167
12,3,EVT_71,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_72,-0.0,0.0
12,3,EVT_73,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_74,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_75,-4.0745361945537795e-11,-4.074536263942718e-11
12,3,EVT_76,-1.1641532182693482e-11,-1.1641532182693482e-11
12,3,EVT_77,-0.0,0.0
12,3,EVT_78,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_79,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_80,-2.619344324772399e-11,-2.6193447411060334e-11
12,3,EVT_81,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_82,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_83,-0.0,0.0
12,3,EVT_84,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_85,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_86,-0.0,0.0
12,3,EVT_87,-0.0,0.0
12,3,EVT_88,0.06828789645078359,0.06828789645078359
12,3,EVT_89,-4.0745361945537795e-11,-4.074536263942718e-11
12,3,EVT_90,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_91,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_92,-1.1641532182693482e-11,-1.1641532182693482e-11
12,3,EVT_93,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_94,-2.6193450186617895e-11,-2.6193447411060334e-11
12,3,EVT_95,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_96,-0.0,0.0
12,3,EVT_97,-0.0,0.0
12,3,EVT_98,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,EVT_99,-1.1641532182693482e-11,-1.1641532182693482e-11
12,3,EVT_100,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_101,-0.0,0.0
12,3,EVT_102,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_103,-4.074536263942718e-11,-4.074536263942718e-11
12,3,EVT_104,-0.0,0.0
12,3,EVT_105,-5.378387868404401e-09,-5.378387868404393e-09
12,3,EVT_106,-0.0,0.0
12,3,EVT_107,0.21210209835116986,0.21210209835116992
12,3,EVT_108,-0.0,0.0
12,3,EVT_109,-5.5297277867794034e-11,-5.5297277867794034e-11
12,3,EVT_110,-2.6193447411060334e-11,-2.6193447411060334e-11
12,3,HILP_0,0.667533862113487,0.667533862113487
12,3,HILP_1,-0.0,0.0
13,0,0,0.0,0.0
13,0,LN_R_1,-0.0,0.0
13,0,LN_R_2,-0.0,0.0
13,0,LN_R_3,-0.0,0.0
13,0,LN_R_4,-0.0,0.0
13,0,LN_R_5,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_6,-0.0,0.0
13,0,LN_R_7,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_8,-0.0,0.0
13,0,LN_R_9,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_10,-0.0,0.0
13,0,LN_R_11,-0.0,0.0
13,0,LN_R_12,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_13,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_14,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_15,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_16,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_17,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_18,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_19,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_20,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_21,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_22,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_23,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_24,-0.0,0.0
13,0,LN_R_25,-0.0,0.0
13,0,LN_R_26,-0.0,0.0
13,0,LN_R_27,-0.0,0.0
13,0,LN_R_28,-0.0,0.0
13,0,LN_R_29,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_30,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_31,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_32,-0.0,0.0
13,0,LN_R_33,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_34,0.003679999994346872,0.003679999994346872
13,0,LN_R_35,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_36,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_37,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_38,0.0052900000009685755,0.0052900000009685755
13,0,LN_R_39,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_40,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_41,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_42,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_43,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_44,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_45,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_46,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_47,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_48,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_49,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_50,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_51,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_52,-5.820766091346741e-11,-5.820766091346741e-11
13,0,LN_R_53,0.0,0.0
13,0,S_R_1,0.07488199985527899,0.07488199985527899
13,0,EVT_1,0.043329597788396956,0.043329597788396956
13,0,EVT_2,-0.0,0.0
13,0,EVT_3,-0.0,0.0
13,0,EVT_4,-0.0,0.0
13,0,EVT_5,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_6,-0.0,0.0
13,0,EVT_7,-2.9103830456733704e-11,-2.9103830456733704e-11
13,0,EVT_8,-0.0,0.0
13,0,EVT_9,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_10,0.14976398504222743,0.14976398504222743
13,0,EVT_11,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_12,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_13,-0.0,0.0
13,0,EVT_14,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_15,-0.0,0.0
13,0,EVT_16,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_17,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_18,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_19,-0.0,0.0
13,0,EVT_20,-0.0,0.0
13,0,EVT_21,-0.0,0.0
13,0,EVT_22,0.07488199252111372,0.07488199252111372
13,0,EVT_23,0.444149579608347,0.444149579608347
13,0,EVT_24,-0.0,0.0
13,0,EVT_25,0.9385469991975679,0.9385469991975679
13,0,EVT_26,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_27,-0.0,0.0
13,0,EVT_28,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_29,-0.0,0.0
13,0,EVT_30,-2.9103830456733704e-11,-2.9103830456733704e-11
13,0,EVT_31,0.4703584743256215,0.4703584743256215
13,0,EVT_32,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_33,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_34,-0.0,0.0
13,0,EVT_35,-0.0,0.0
13,0,EVT_36,-0.0,0.0
13,0,EVT_37,0.058474500008742325,0.058474500008742325
13,0,EVT_38,0.029717996279941872,0.029717996279941872
13,0,EVT_39,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_40,-0.0,0.0
13,0,EVT_41,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_42,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_43,-0.0,0.0
13,0,EVT_44,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_45,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_46,-0.0,0.0
13,0,EVT_47,-0.0,0.0
13,0,EVT_48,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_49,-0.0,0.0
13,0,EVT_50,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_51,-0.0,0.0
13,0,EVT_52,-0.0,0.0
13,0,EVT_53,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_54,-2.9103830456733704e-11,-2.9103830456733704e-11
13,0,EVT_55,-2.9103830456733704e-11,-2.9103830456733704e-11
13,0,EVT_56,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_57,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_58,-0.0,0.0
13,0,EVT_59,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_60,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_61,0.0,0.0
13,0,EVT_62,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_63,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_64,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_65,0.059435992559883744,0.059435992559883744
13,0,EVT_66,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_67,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_68,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_69,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_70,0.15028899886237923,0.15028899886237923
13,0,EVT_71,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_72,-0.0,0.0
13,0,EVT_73,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_74,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_75,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_76,-2.9103830456733704e-11,-2.9103830456733704e-11
13,0,EVT_77,-0.0,0.0
13,0,EVT_78,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_79,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_80,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_81,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_82,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_83,0.00722159938886735,0.00722159938886735
13,0,EVT_84,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_85,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_86,-0.0,0.0
13,0,EVT_87,-0.0,0.0
13,0,EVT_88,0.14376399252796546,0.14376399252796546
13,0,EVT_89,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_90,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_91,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_92,-2.9103830456733704e-11,-2.9103830456733704e-11
13,0,EVT_93,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_94,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_95,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_96,-0.0,0.0
13,0,EVT_97,-0.0,0.0
13,0,EVT_98,-5.820766091346741e-11,-5.820766091346741e-11
13,0,EVT_99,-2.9103830456733704e-11,-2.9103830456733704e-11
13,0,EVT_100,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_101,-0.0,0.0
13,0,EVT_102,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_103,-8.731149137020111e-11,-8.731149137020111e-11
13,0,EVT_104,-0.0,0.0
13,0,EVT_105,0.0,-1.1525116860866547e-08
13,0,EVT_106,-0.0,0.0
13,0,EVT_107,0.471337996335933,0.471337996335933
13,0,EVT_108,0.04332960000028807,0.04332960000028807
13,0,EVT_109,-1.1641532182693481e-10,-1.1641532182693481e-10
13,0,EVT_110,-5.820766091346741e-11,-5.820766091346741e-11
13,0,HILP_0,0.9685785450274126,0.9685785450274126
13,0,HILP_1,-0.0,0.0
13,1,0,0.0,0.0
13,1,LN_R_1,-0.0,0.0
13,1,LN_R_2,-0.0,0.0
13,1,LN_R_3,-0.0,0.0
13,1,LN_R_4,-0.0,0.0
13,1,LN_R_5,-3.4924597935859225e-11,-3.492459654808044e-11
13,1,LN_R_6,-0.0,0.0
13,1,LN_R_7,-3.492459446641227e-11,-3.492459654808044e-11
13,1,LN_R_8,-0.0,0.0
13,1,LN_R_9,-3.492459654808044e-11,-3.492459654808044e-11
13,1,LN_R_10,-0.0,0.0
13,1,LN_R_11,-0.0,0.0
13,1,LN_R_12,-3.4924597935859225e-11,-3.492459654808044e-11
13,1,LN_R_13,-3.492459654808044e-11,-3.492459654808044e-11
13,1,LN_R_14,-3.492459654808044e-11,-3.492459654808044e-11
13,1,LN_R_15,-3.492459654808044e-11,-3.492459654808044e-11
13,1,LN_R_16,-3.492459654808044e-11,-3.492459654808044e-11
13,1,LN_R_17,-3.492459654808044e-11,-3.492459654808044e-11
13,1,LN_R_18,-3.492459654808044e-11,-3.492459654808044e-11
13,1,LN_R_19,-3.492459654808044e-11,-3.492459654808044e-11
